Type,Clarity,Length,Height,Breadth,Depth,Style,Carat,Lab,Polish,Price,Symmetry,Company,Shape,Ratio,Cut,Color
Certified,VS1,4.35,2.69,4.36,61.7,Natural,0.31,GIA,EXCELLENT,570.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,H
Certified,VVS2,4.18,2.68,4.24,63.8,Natural,0.3,GIA,VERY GOOD,458.0,VERY GOOD,RAPNET,ROUND,0.99,VERY GOOD,F
Certified,VVS1,4.31,2.68,4.33,62.0,Natural,0.3,GIA,EXCELLENT,866.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,D
Certified,VS2,9.65,5.98,9.71,61.7,Natural,3.51,GIA,EXCELLENT,74420.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,E
Certified,VVS2,5.11,3.14,5.14,61.3,Natural,0.5,GIA,EXCELLENT,1266.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,H
Certified,VS1,5.68,3.54,5.7,62.1,Natural,0.7,GIA,EXCELLENT,2668.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,F
Certified,VS2,4.89,3.22,4.92,65.6,Natural,0.5,GIA,EXCELLENT,938.0,EXCELLENT,RAPNET,ROUND,0.99,GOOD,F
Certified,SI1,4.19,2.7,4.21,64.3,Natural,0.3,GIA,VERY GOOD,432.0,VERY GOOD,RAPNET,ROUND,1.0,VERY GOOD,D
Certified,VS2,4.77,2.93,4.81,61.1,Natural,0.41,GIA,EXCELLENT,800.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,G
Certified,VVS2,5.08,3.13,5.1,61.4,Natural,0.5,GIA,EXCELLENT,1732.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,E
Certified,SI1,6.42,3.88,6.46,60.3,Natural,1.0,GIA,EXCELLENT,4482.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,H
Certified,VVS2,4.3,2.62,4.33,60.8,Natural,0.3,GIA,EXCELLENT,626.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,G
Certified,VVS2,4.89,3.2,4.91,65.3,Natural,0.5,GIA,VERY GOOD,992.0,VERY GOOD,RAPNET,ROUND,1.0,GOOD,F
Certified,VS2,5.14,3.2,5.15,62.2,Natural,0.52,GIA,EXCELLENT,1406.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,E
Certified,VS2,5.06,3.13,5.08,61.8,Natural,0.5,GIA,EXCELLENT,1166.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,H
Certified,VVS2,5.36,3.37,5.39,62.7,Natural,0.6,GIA,EXCELLENT,2124.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,F
Certified,VS2,5.01,3.16,5.06,62.7,Natural,0.5,GIA,EXCELLENT,1302.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,G
Certified,SI1,5.04,3.16,5.07,62.4,Natural,0.5,GIA,EXCELLENT,980.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,H
Certified,VS1,5.14,3.1,5.16,60.3,Natural,0.5,GIA,EXCELLENT,1252.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,H
Certified,VVS1,5.11,3.08,5.15,60.0,Natural,0.5,GIA,EXCELLENT,1976.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,F
Certified,VVS1,5.06,3.14,5.08,61.9,Natural,0.5,GIA,EXCELLENT,1976.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,F
Certified,VS2,5.06,3.15,5.09,62.0,Natural,0.5,GIA,EXCELLENT,966.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,I
Certified,VVS2,4.92,3.18,4.98,64.1,Natural,0.5,GIA,EXCELLENT,1112.0,VERY GOOD,RAPNET,ROUND,0.99,VERY GOOD,F
Certified,VVS2,5.03,3.15,5.06,62.4,Natural,0.5,GIA,EXCELLENT,1256.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,H
Certified,SI1,4.18,2.7,4.22,64.3,Natural,0.3,GIA,EXCELLENT,412.0,VERY GOOD,RAPNET,ROUND,0.99,VERY GOOD,E
Certified,VVS2,5.14,3.13,5.17,60.8,Natural,0.5,GIA,EXCELLENT,1116.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,G
Certified,VS1,5.45,3.43,5.47,62.7,Natural,0.62,GIA,EXCELLENT,1340.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,H
Certified,SI2,4.9,3.03,4.94,61.6,Natural,0.45,GIA,VERY GOOD,622.0,VERY GOOD,RAPNET,ROUND,0.99,EXCELLENT,F
Certified,VS2,4.56,2.92,4.62,63.5,Natural,0.4,GIA,VERY GOOD,634.0,VERY GOOD,RAPNET,ROUND,0.99,VERY GOOD,H
Certified,SI1,5.01,3.18,5.05,63.3,Natural,0.5,GIA,EXCELLENT,782.0,GOOD,RAPNET,ROUND,0.99,VERY GOOD,G
Certified,SI1,4.97,3.19,5.01,63.9,Natural,0.5,GIA,VERY GOOD,1104.0,VERY GOOD,RAPNET,ROUND,0.99,VERY GOOD,D
Certified,VS2,6.46,3.91,6.51,60.3,Natural,1.0,GIA,EXCELLENT,7116.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,E
Certified,SI1,5.38,3.36,5.42,62.2,Natural,0.6,GIA,EXCELLENT,1644.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,D
Certified,VVS2,5.16,3.21,5.2,61.9,Natural,0.52,GIA,EXCELLENT,1672.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,F
Certified,SI2,4.67,2.91,4.71,62.1,Natural,0.4,GIA,EXCELLENT,602.0,VERY GOOD,RAPNET,ROUND,0.99,EXCELLENT,G
Certified,VS1,5.03,3.16,5.06,62.7,Natural,0.5,GIA,EXCELLENT,1524.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,F
Certified,VS1,5.15,3.16,5.17,61.3,Natural,0.52,GIA,EXCELLENT,1238.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,H
Certified,SI1,4.78,2.95,4.8,61.7,Natural,0.41,GIA,VERY GOOD,432.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,J
Certified,VS1,4.74,3.01,4.78,63.2,Natural,0.41,GIA,VERY GOOD,804.0,VERY GOOD,RAPNET,ROUND,0.99,VERY GOOD,G
Certified,VS2,4.67,2.92,4.71,62.2,Natural,0.4,GIA,EXCELLENT,794.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,G
Certified,SI1,4.24,2.66,4.29,62.4,Natural,0.3,GIA,EXCELLENT,352.0,VERY GOOD,RAPNET,ROUND,0.99,EXCELLENT,H
Certified,VVS2,4.58,2.97,4.63,64.6,Natural,0.4,GIA,VERY GOOD,666.0,VERY GOOD,RAPNET,ROUND,0.99,VERY GOOD,H
Certified,VVS2,4.26,2.65,4.28,62.2,Natural,0.3,GIA,EXCELLENT,452.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,G
Certified,VS1,4.73,2.86,4.79,60.1,Natural,0.4,GIA,VERY GOOD,708.0,VERY GOOD,RAPNET,ROUND,0.99,VERY GOOD,H
Certified,VS2,4.85,3.23,4.88,66.4,Natural,0.5,GIA,EXCELLENT,876.0,EXCELLENT,RAPNET,ROUND,0.99,GOOD,G
Certified,SI2,4.1,2.72,4.13,66.1,Natural,0.3,GIA,GOOD,236.0,VERY GOOD,RAPNET,ROUND,0.99,GOOD,G
Certified,VS2,4.96,3.21,4.98,64.7,Natural,0.5,GIA,EXCELLENT,876.0,EXCELLENT,RAPNET,ROUND,1.0,GOOD,G
Certified,SI1,4.16,2.68,4.17,64.4,Natural,0.3,GIA,VERY GOOD,362.0,VERY GOOD,RAPNET,ROUND,1.0,GOOD,E
Certified,SI1,4.63,2.95,4.65,63.6,Natural,0.4,GIA,EXCELLENT,582.0,VERY GOOD,RAPNET,ROUND,1.0,VERY GOOD,H
Certified,VS1,5.43,3.34,5.45,61.4,Natural,0.6,GIA,EXCELLENT,1322.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,H
Certified,IF,5.69,3.57,5.73,62.6,Natural,0.72,GIA,EXCELLENT,2362.0,EXCELLENT,RAPNET,ROUND,0.99,VERY GOOD,G
Certified,IF,5.51,3.53,5.58,63.6,Natural,0.66,GIA,EXCELLENT,992.0,VERY GOOD,RAPNET,ROUND,0.99,VERY GOOD,L
Certified,VS2,5.99,3.63,6.01,60.4,Natural,0.8,GIA,EXCELLENT,2666.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,E
Certified,IF,5.12,3.19,5.14,62.2,Natural,0.51,GIA,EXCELLENT,1130.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,I
Certified,SI1,5.37,3.36,5.39,62.5,Natural,0.6,GIA,EXCELLENT,1414.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,D
Certified,VS2,5.44,3.39,5.47,62.2,Natural,0.62,GIA,VERY GOOD,1610.0,EXCELLENT,RAPNET,ROUND,0.99,VERY GOOD,D
Certified,VVS2,4.96,3.2,5.03,64.1,Natural,0.5,GIA,EXCELLENT,1256.0,VERY GOOD,RAPNET,ROUND,0.99,VERY GOOD,E
Certified,SI1,5.47,3.4,5.49,62.1,Natural,0.63,GIA,VERY GOOD,1514.0,VERY GOOD,RAPNET,ROUND,1.0,EXCELLENT,D
Certified,IF,5.22,3.2,5.24,61.3,Natural,0.53,GIA,EXCELLENT,1496.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,G
Certified,SI1,5.4,3.36,5.43,62.0,Natural,0.6,GIA,EXCELLENT,1414.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,D
Certified,IF,5.26,3.19,5.29,60.5,Natural,0.54,GIA,EXCELLENT,830.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,L
Certified,VS1,5.88,3.76,5.91,63.8,Natural,0.81,GIA,VERY GOOD,1986.0,VERY GOOD,RAPNET,ROUND,0.99,VERY GOOD,I
Certified,VS1,6.37,3.92,6.43,61.2,Natural,1.0,GIA,EXCELLENT,4818.0,VERY GOOD,RAPNET,ROUND,0.99,EXCELLENT,I
Certified,VS1,7.61,4.51,7.62,59.2,Natural,1.6,GIA,VERY GOOD,6530.0,EXCELLENT,RAPNET,ROUND,1.0,VERY GOOD,L
Certified,VVS2,5.12,3.15,5.16,61.3,Natural,0.51,GIA,EXCELLENT,1196.0,EXCELLENT,RAPNET,ROUND,0.99,VERY GOOD,F
Certified,VS2,5.0,3.2,5.04,63.8,Natural,0.5,GIA,VERY GOOD,1136.0,VERY GOOD,RAPNET,ROUND,0.99,VERY GOOD,D
Certified,VVS1,7.17,4.61,7.19,64.2,Natural,1.5,GIA,VERY GOOD,9852.0,VERY GOOD,RAPNET,ROUND,1.0,VERY GOOD,J
Certified,VS2,5.14,3.13,5.16,60.8,Natural,0.51,GIA,VERY GOOD,1130.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,G
Certified,SI2,5.46,3.37,5.48,61.6,Natural,0.62,GIA,EXCELLENT,648.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,L
Certified,VS2,5.05,3.22,5.08,63.6,Natural,0.51,GIA,EXCELLENT,1074.0,VERY GOOD,RAPNET,ROUND,0.99,VERY GOOD,E
Certified,VS2,5.7,3.54,5.73,61.9,Natural,0.7,GIA,EXCELLENT,1482.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,I
Certified,VS1,5.41,3.38,5.45,62.3,Natural,0.62,GIA,VERY GOOD,1074.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,J
Certified,SI1,5.03,3.21,5.08,63.5,Natural,0.5,GIA,VERY GOOD,1010.0,VERY GOOD,RAPNET,ROUND,0.99,VERY GOOD,D
Certified,VS1,5.39,3.35,5.42,61.9,Natural,0.6,GIA,EXCELLENT,1040.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,J
Certified,VVS1,5.19,3.13,5.21,60.2,Natural,0.51,GIA,EXCELLENT,1378.0,EXCELLENT,RAPNET,ROUND,1.0,VERY GOOD,F
Certified,SI1,6.04,3.87,6.07,63.9,Natural,0.88,GIA,EXCELLENT,1308.0,EXCELLENT,RAPNET,ROUND,1.0,VERY GOOD,L
Certified,IF,5.54,3.47,5.57,62.5,Natural,0.67,GIA,VERY GOOD,1120.0,VERY GOOD,RAPNET,ROUND,0.99,VERY GOOD,K
Certified,VS1,5.18,3.21,5.21,61.8,Natural,0.53,GIA,EXCELLENT,1006.0,EXCELLENT,RAPNET,ROUND,0.99,VERY GOOD,H
Certified,VVS2,5.42,3.31,5.47,60.9,Natural,0.61,GIA,VERY GOOD,1020.0,VERY GOOD,RAPNET,ROUND,0.99,VERY GOOD,J
Certified,SI1,5.51,3.39,5.55,61.2,Natural,0.63,GIA,EXCELLENT,820.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,K
Certified,VS2,5.47,3.38,5.49,61.6,Natural,0.61,GIA,EXCELLENT,1682.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,D
Certified,VS1,5.14,3.17,5.16,61.5,Natural,0.51,GIA,EXCELLENT,1380.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,D
Certified,VVS2,7.29,4.59,7.31,62.8,Natural,1.51,GIA,EXCELLENT,13744.0,EXCELLENT,RAPNET,ROUND,1.0,VERY GOOD,H
Certified,VS2,6.03,3.78,6.07,62.4,Natural,0.85,GIA,EXCELLENT,3186.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,H
Certified,SI1,6.11,3.8,6.14,62.1,Natural,0.87,GIA,EXCELLENT,3480.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,F
Certified,VS1,5.83,3.63,5.87,62.0,Natural,0.75,GIA,EXCELLENT,3922.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,D
Certified,VS2,5.22,3.26,5.24,62.3,Natural,0.54,GIA,VERY GOOD,1140.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,D
Certified,VS2,6.0,3.71,6.01,61.8,Natural,0.82,GIA,EXCELLENT,2122.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,J
Certified,VS1,5.24,3.26,5.26,62.0,Natural,0.55,GIA,EXCELLENT,1488.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,D
Certified,SI1,7.24,4.61,7.3,63.4,Natural,1.5,GIA,EXCELLENT,11702.0,VERY GOOD,RAPNET,ROUND,0.99,VERY GOOD,G
Certified,VS2,5.87,3.62,5.9,61.6,Natural,0.77,GIA,EXCELLENT,3206.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,E
Certified,VVS2,6.18,3.83,6.21,61.8,Natural,0.9,GIA,EXCELLENT,3286.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,J
Certified,VS2,5.52,3.48,5.57,62.7,Natural,0.66,GIA,EXCELLENT,1714.0,VERY GOOD,RAPNET,ROUND,0.99,VERY GOOD,D
Certified,SI2,6.44,4.01,6.45,62.3,Natural,1.03,GIA,VERY GOOD,3716.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,I
Certified,VVS2,5.68,3.56,5.72,62.4,Natural,0.71,GIA,EXCELLENT,3630.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,E
Certified,VS2,5.1,3.09,5.12,60.4,Natural,0.5,GIA,VERY GOOD,1136.0,EXCELLENT,RAPNET,ROUND,1.0,VERY GOOD,D
Certified,VS1,7.14,4.59,7.18,64.1,Natural,1.5,GIA,VERY GOOD,6770.0,VERY GOOD,RAPNET,ROUND,0.99,VERY GOOD,K
Certified,VS1,5.07,3.23,5.13,63.3,Natural,0.52,GIA,EXCELLENT,1102.0,VERY GOOD,RAPNET,ROUND,0.99,VERY GOOD,G
Certified,IF,5.19,3.21,5.21,61.8,Natural,0.53,GIA,EXCELLENT,868.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,K
Certified,VVS2,5.4,3.25,5.43,60.0,Natural,0.58,GIA,VERY GOOD,742.0,EXCELLENT,RAPNET,ROUND,0.99,VERY GOOD,L
Certified,VVS2,7.27,4.59,7.3,63.1,Natural,1.51,GIA,EXCELLENT,5656.0,VERY GOOD,RAPNET,ROUND,1.0,VERY GOOD,M
Certified,VVS1,4.99,3.14,5.04,62.6,Natural,0.5,GIA,VERY GOOD,674.0,VERY GOOD,RAPNET,ROUND,0.99,VERY GOOD,L
Certified,SI2,6.34,4.02,6.4,63.1,Natural,1.01,GIA,EXCELLENT,4458.0,EXCELLENT,RAPNET,ROUND,0.99,VERY GOOD,E
Certified,VVS1,5.02,3.17,5.08,62.8,Natural,0.5,GIA,EXCELLENT,948.0,VERY GOOD,RAPNET,ROUND,0.99,VERY GOOD,I
Certified,VS2,5.16,3.19,5.18,61.7,Natural,0.52,GIA,VERY GOOD,1070.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,D
Certified,VS1,5.52,3.4,5.55,61.4,Natural,0.63,GIA,EXCELLENT,820.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,L
Certified,SI2,5.6,3.43,5.62,61.1,Natural,0.66,GIA,VERY GOOD,758.0,VERY GOOD,RAPNET,ROUND,1.0,EXCELLENT,K
Certified,SI1,5.32,3.29,5.35,61.6,Natural,0.57,GIA,EXCELLENT,1152.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,F
Certified,SI2,7.31,4.7,7.36,64.1,Natural,1.57,GIA,EXCELLENT,10818.0,EXCELLENT,RAPNET,ROUND,0.99,VERY GOOD,E
Certified,SI1,5.35,3.34,5.38,62.2,Natural,0.6,GIA,VERY GOOD,1356.0,EXCELLENT,RAPNET,ROUND,0.99,VERY GOOD,D
Certified,VVS2,7.22,4.57,7.26,63.1,Natural,1.48,GIA,EXCELLENT,6148.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,M
Certified,VVS2,7.23,4.64,7.3,63.8,Natural,1.5,GIA,EXCELLENT,5292.0,VERY GOOD,RAPNET,ROUND,0.99,VERY GOOD,L
Certified,VVS1,7.47,4.44,7.51,59.3,Natural,1.52,GIA,EXCELLENT,6234.0,EXCELLENT,RAPNET,ROUND,0.99,VERY GOOD,M
Certified,VS2,5.86,3.65,5.89,62.1,Natural,0.78,GIA,EXCELLENT,2478.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,H
Certified,SI1,6.38,4.01,6.41,62.8,Natural,1.0,GIA,EXCELLENT,3714.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,J
Certified,VVS2,5.9,3.67,5.92,62.1,Natural,0.79,GIA,EXCELLENT,3460.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,G
Certified,VS2,5.77,3.58,5.81,61.8,Natural,0.74,GIA,EXCELLENT,1676.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,J
Certified,VS2,5.31,3.25,5.35,61.0,Natural,0.57,GIA,VERY GOOD,1286.0,VERY GOOD,RAPNET,ROUND,0.99,EXCELLENT,E
Certified,SI1,6.39,4.02,6.43,62.7,Natural,1.01,GIA,EXCELLENT,3688.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,J
Certified,SI2,5.02,3.14,5.08,62.2,Natural,0.5,GIA,VERY GOOD,858.0,VERY GOOD,RAPNET,ROUND,0.99,VERY GOOD,E
Certified,SI1,5.51,3.4,5.54,61.5,Natural,0.64,GIA,VERY GOOD,1446.0,VERY GOOD,RAPNET,ROUND,0.99,VERY GOOD,D
Certified,SI1,7.18,4.61,7.22,64.0,Natural,1.51,GIA,EXCELLENT,11428.0,VERY GOOD,RAPNET,ROUND,0.99,VERY GOOD,G
Certified,VVS1,5.92,3.6,5.96,60.6,Natural,0.76,GIA,EXCELLENT,3650.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,G
Certified,IF,5.89,3.67,5.91,62.2,Natural,0.78,GIA,EXCELLENT,3478.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,H
Certified,SI1,5.31,3.37,5.34,63.3,Natural,0.59,GIA,VERY GOOD,1192.0,VERY GOOD,RAPNET,ROUND,0.99,VERY GOOD,D
Certified,VVS2,5.69,3.5,5.74,61.2,Natural,0.7,GIA,EXCELLENT,1468.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,L
Certified,SI1,5.08,3.08,5.1,60.5,Natural,0.5,GIA,VERY GOOD,1034.0,EXCELLENT,RAPNET,ROUND,1.0,VERY GOOD,D
Certified,SI1,7.4,4.58,7.42,61.9,Natural,1.54,GIA,EXCELLENT,6730.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,K
Certified,VS1,6.1,3.75,6.13,61.4,Natural,0.85,GIA,EXCELLENT,2940.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,I
Certified,SI1,7.14,4.65,7.2,64.8,Natural,1.5,GIA,VERY GOOD,10766.0,VERY GOOD,RAPNET,ROUND,0.99,VERY GOOD,G
Certified,VS2,6.24,3.8,6.26,60.7,Natural,0.92,GIA,EXCELLENT,3690.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,I
Certified,IF,5.66,3.56,5.73,62.6,Natural,0.7,GIA,EXCELLENT,5098.0,VERY GOOD,RAPNET,ROUND,0.99,EXCELLENT,D
Certified,SI1,6.09,3.79,6.11,62.1,Natural,0.86,GIA,EXCELLENT,3842.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,D
Certified,IF,5.84,3.61,5.87,61.6,Natural,0.76,GIA,EXCELLENT,2966.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,I
Certified,IF,5.83,3.54,5.86,60.6,Natural,0.73,GIA,EXCELLENT,2806.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,I
Certified,IF,5.13,3.15,5.15,61.3,Natural,0.5,GIA,EXCELLENT,2638.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,E
Certified,IF,9.34,5.79,9.4,61.8,Natural,3.08,GIA,EXCELLENT,141998.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,F
Certified,IF,8.26,5.16,8.29,62.4,Natural,2.19,GIA,EXCELLENT,42580.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,H
Certified,IF,8.33,5.16,8.37,61.8,Natural,2.2,GIA,EXCELLENT,34418.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,I
Certified,VVS1,8.0,5.03,8.05,62.6,Natural,2.01,GIA,EXCELLENT,60088.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,E
Certified,IF,6.42,4.01,6.45,62.3,Natural,1.01,GIA,EXCELLENT,13386.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,E
Certified,VS2,4.78,3.0,4.81,62.7,Natural,0.42,GIA,EXCELLENT,728.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,H
Certified,VVS2,4.46,2.71,4.48,60.5,Natural,0.33,GIA,EXCELLENT,546.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,H
Certified,VS1,5.17,3.21,5.19,61.8,Natural,0.53,GIA,EXCELLENT,1450.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,G
Certified,VS2,4.74,2.91,4.75,61.3,Natural,0.4,GIA,EXCELLENT,694.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,H
Certified,VS2,5.19,3.25,5.2,62.5,Natural,0.53,GIA,EXCELLENT,1388.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,F
Certified,VS1,4.39,2.75,4.41,62.4,Natural,0.33,GIA,EXCELLENT,614.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,F
Certified,VS2,4.73,2.94,4.76,62.0,Natural,0.4,GIA,EXCELLENT,794.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,G
Certified,VVS2,4.45,2.67,4.48,59.7,Natural,0.32,GIA,EXCELLENT,682.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,E
Certified,VS2,6.74,4.22,6.79,62.5,Natural,1.2,GIA,EXCELLENT,12266.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,D
Certified,VVS1,7.26,4.4,7.29,60.5,Natural,1.41,GIA,EXCELLENT,11824.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,J
Certified,IF,4.55,2.89,4.58,63.4,Natural,0.37,GIA,EXCELLENT,1084.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,E
Certified,VVS1,5.99,3.61,6.02,60.1,Natural,0.79,GIA,EXCELLENT,5408.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,D
Certified,VVS1,6.02,3.75,6.05,62.1,Natural,0.85,GIA,EXCELLENT,3540.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,J
Certified,VVS2,6.0,3.79,6.03,62.9,Natural,0.85,GIA,EXCELLENT,3152.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,G
Certified,IF,4.56,2.8,4.58,61.2,Natural,0.36,GIA,EXCELLENT,1564.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,D
Certified,VS1,4.28,2.67,4.3,62.3,Natural,0.3,GIA,EXCELLENT,510.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,E
Certified,VVS1,4.54,2.75,4.58,60.3,Natural,0.34,GIA,EXCELLENT,1258.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,E
Certified,VVS1,4.56,2.76,4.58,60.3,Natural,0.34,GIA,EXCELLENT,1258.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,E
Certified,VVS1,4.55,2.75,4.58,60.2,Natural,0.34,GIA,EXCELLENT,1258.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,E
Certified,VVS1,4.56,2.79,4.58,61.1,Natural,0.35,GIA,EXCELLENT,1066.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,F
Certified,SI1,4.36,2.7,4.37,61.8,Natural,0.31,IGI,EXCELLENT,332.0,VERY GOOD,RAPNET,ROUND,1.0,EXCELLENT,H
Certified,VVS1,4.56,2.86,4.58,62.5,Natural,0.36,GIA,EXCELLENT,1062.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,F
Certified,SI1,4.26,2.7,4.27,63.3,Natural,0.3,IGI,EXCELLENT,330.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,H
Certified,IF,5.46,3.41,5.48,62.3,Natural,0.63,GIA,EXCELLENT,4324.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,D
Certified,IF,4.53,2.82,4.56,62.0,Natural,0.36,GIA,EXCELLENT,1284.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,D
Certified,IF,4.56,2.87,4.58,62.7,Natural,0.37,GIA,EXCELLENT,1344.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,D
Certified,IF,4.57,2.85,4.58,62.3,Natural,0.37,GIA,EXCELLENT,1284.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,D
Certified,VVS1,4.55,2.74,4.57,60.0,Natural,0.34,GIA,EXCELLENT,1122.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,F
Certified,VVS1,5.47,3.34,5.48,61.0,Natural,0.61,GIA,EXCELLENT,3316.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,F
