Type,Clarity,Length,Height,Breadth,Depth,Style,Carat,Lab,Polish,Price,Symmetry,Company,Shape,Ratio,Cut,Color
Certified,VVS1,7.23,4.39,7.26,60.5,LabGrown,1.41,GIA,EXCELLENT,794.51,EXCELLENT,DIAP,ROUND,1.0,EXCELLENT,F
Certified,IF,11.42,3.71,5.87,63.2,LabGrown,1.41,GIA,EXCELLENT,1245.33,EXCELLENT,DIAP,MARQUISE,1.95,EXCELLENT,D
Certified,VVS2,7.17,4.33,7.91,54.7,LabGrown,1.41,IGI,EXCELLENT,468.32,EXCELLENT,DIAP,HEART,0.91,EXCELLENT,D
Certified,VS1,7.1,4.42,7.07,62.3,LabGrown,1.41,IGI,EXCELLENT,312.04,EXCELLENT,DIAP,ROUND,1.0,EXCELLENT,E
Certified,VS1,7.92,3.59,5.65,63.5,LabGrown,1.41,IGI,EXCELLENT,246.23,VERY GOOD,DIAP,RADIANT,1.4,EXCELLENT,F
Certified,VVS2,7.09,4.46,7.16,62.5,LabGrown,1.41,IGI,EXCELLENT,328.5,EXCELLENT,DIAP,ROUND,0.99,IDEAL,F
Certified,VS1,9.73,3.96,6.16,64.3,LabGrown,1.41,IGI,EXCELLENT,257.81,EXCELLENT,DIAP,PEAR,1.58,EXCELLENT,D
Certified,VS1,9.6,3.98,6.29,63.3,LabGrown,1.41,IGI,EXCELLENT,315.75,EXCELLENT,DIAP,PEAR,1.53,EXCELLENT,D
Certified,VS1,9.83,3.88,6.25,62.1,LabGrown,1.41,IGI,EXCELLENT,333.13,EXCELLENT,DIAP,PEAR,1.57,EXCELLENT,D
Certified,VVS2,9.45,4.02,6.26,64.2,LabGrown,1.41,IGI,EXCELLENT,304.16,EXCELLENT,DIAP,PEAR,1.51,EXCELLENT,D
Certified,VVS2,9.78,3.94,6.21,63.4,LabGrown,1.41,IGI,EXCELLENT,309.96,EXCELLENT,DIAP,PEAR,1.57,EXCELLENT,E
Certified,VS2,6.14,4.4,6.05,72.7,LabGrown,1.41,IGI,EXCELLENT,324.44,EXCELLENT,DIAP,PRINCESS,1.01,EXCELLENT,E
Certified,VS2,6.22,4.27,6.08,70.2,LabGrown,1.41,IGI,EXCELLENT,295.47,EXCELLENT,DIAP,PRINCESS,1.02,EXCELLENT,E
Certified,VS2,9.23,3.87,6.13,63.1,LabGrown,1.41,IGI,EXCELLENT,318.65,EXCELLENT,DIAP,OVAL,1.51,EXCELLENT,E
Certified,VS1,9.16,3.9,6.21,62.8,LabGrown,1.41,IGI,EXCELLENT,298.37,EXCELLENT,DIAP,OVAL,1.48,EXCELLENT,F
Certified,VVS2,7.25,4.4,7.23,60.7,LabGrown,1.41,IGI,EXCELLENT,375.25,EXCELLENT,DIAP,ROUND,1.0,IDEAL,D
Certified,VS1,7.2,4.44,7.16,61.9,LabGrown,1.41,IGI,EXCELLENT,363.87,EXCELLENT,DIAP,ROUND,1.01,IDEAL,E
Certified,VS1,7.48,3.56,5.24,67.9,LabGrown,1.41,IGI,EXCELLENT,275.31,EXCELLENT,DIAP,EMERALD,1.43,EXCELLENT,G
Certified,VVS2,8.25,3.95,5.65,69.9,LabGrown,1.41,IGI,EXCELLENT,365.46,EXCELLENT,DIAP,CUSHION,1.46,EXCELLENT,D
Certified,VVS2,7.13,4.44,7.19,62.0,LabGrown,1.41,IGI,EXCELLENT,385.77,EXCELLENT,DIAP,ROUND,0.99,IDEAL,D
Certified,VVS1,9.92,3.86,6.3,61.3,LabGrown,1.41,IGI,EXCELLENT,497.43,EXCELLENT,DIAP,PEAR,1.57,EXCELLENT,D
Certified,VVS1,7.62,3.47,5.39,64.4,LabGrown,1.41,IGI,EXCELLENT,450.54,EXCELLENT,DIAP,EMERALD,1.41,EXCELLENT,D
Certified,VS2,6.24,4.07,6.11,66.6,LabGrown,1.41,IGI,EXCELLENT,264.19,EXCELLENT,DIAP,ASSCHER,1.02,EXCELLENT,F
Certified,VS2,6.26,3.98,6.07,65.6,LabGrown,1.41,IGI,EXCELLENT,278.09,EXCELLENT,DIAP,ASSCHER,1.03,EXCELLENT,E
Certified,VS1,11.59,3.67,5.9,62.2,LabGrown,1.41,IGI,EXCELLENT,333.71,EXCELLENT,DIAP,MARQUISE,1.96,EXCELLENT,E
Certified,VS1,7.12,4.5,7.18,62.8,LabGrown,1.41,IGI,EXCELLENT,343.39,EXCELLENT,DIAP,ROUND,0.99,EXCELLENT,F
Certified,VS1,10.3,3.79,6.4,59.2,LabGrown,1.41,IGI,EXCELLENT,318.65,EXCELLENT,DIAP,PEAR,1.61,EXCELLENT,D
Certified,VS1,7.06,4.37,7.93,55.1,LabGrown,1.41,IGI,EXCELLENT,341.82,EXCELLENT,DIAP,HEART,0.89,EXCELLENT,E
Certified,VVS2,7.93,3.67,5.61,65.4,LabGrown,1.41,IGI,EXCELLENT,275.2,EXCELLENT,DIAP,RADIANT,1.41,EXCELLENT,F
Certified,VVS2,10.38,3.82,6.26,61.0,LabGrown,1.41,IGI,EXCELLENT,295.47,EXCELLENT,DIAP,PEAR,1.66,EXCELLENT,D
Certified,VVS2,7.81,3.69,5.5,67.1,LabGrown,1.41,IGI,EXCELLENT,283.89,EXCELLENT,DIAP,RADIANT,1.42,EXCELLENT,F
Certified,VVS1,11.35,3.67,5.79,63.4,LabGrown,1.41,IGI,EXCELLENT,234.64,EXCELLENT,DIAP,MARQUISE,1.96,EXCELLENT,H
Certified,VS1,11.49,3.65,5.93,61.6,LabGrown,1.41,IGI,EXCELLENT,266.51,EXCELLENT,DIAP,MARQUISE,1.94,EXCELLENT,E
Certified,VVS2,7.93,3.7,5.44,68.0,LabGrown,1.41,IGI,EXCELLENT,249.12,EXCELLENT,DIAP,RADIANT,1.46,EXCELLENT,G
Certified,VS2,7.55,3.8,5.58,68.1,LabGrown,1.41,IGI,EXCELLENT,237.54,EXCELLENT,DIAP,RADIANT,1.35,EXCELLENT,F
Certified,VS2,9.26,3.83,6.43,59.6,LabGrown,1.41,IGI,EXCELLENT,292.58,EXCELLENT,DIAP,OVAL,1.44,EXCELLENT,D
Certified,VS2,7.67,3.6,5.37,67.0,LabGrown,1.41,IGI,EXCELLENT,304.16,EXCELLENT,DIAP,EMERALD,1.43,EXCELLENT,G
Certified,VS1,7.22,4.41,7.24,61.0,LabGrown,1.41,IGI,EXCELLENT,403.68,EXCELLENT,DIAP,ROUND,1.0,IDEAL,E
Certified,VVS2,8.12,3.72,5.57,66.8,LabGrown,1.41,IGI,EXCELLENT,427.95,EXCELLENT,DIAP,RADIANT,1.46,EXCELLENT,D
Certified,VS1,12.12,3.55,6.0,59.2,LabGrown,1.41,IGI,EXCELLENT,405.9,EXCELLENT,DIAP,MARQUISE,2.02,EXCELLENT,E
Certified,VVS2,11.22,3.73,5.79,64.4,LabGrown,1.41,IGI,EXCELLENT,283.89,EXCELLENT,DIAP,MARQUISE,1.94,EXCELLENT,E
Certified,VS1,11.76,3.58,5.94,60.3,LabGrown,1.41,IGI,EXCELLENT,272.3,EXCELLENT,DIAP,MARQUISE,1.98,EXCELLENT,E
Certified,VVS2,11.69,3.67,5.68,64.6,LabGrown,1.41,IGI,EXCELLENT,283.89,EXCELLENT,DIAP,MARQUISE,2.06,EXCELLENT,E
Certified,IF,7.45,3.51,5.39,65.1,LabGrown,1.41,IGI,EXCELLENT,542.41,EXCELLENT,DIAP,EMERALD,1.38,EXCELLENT,E
Certified,VVS1,7.25,4.31,7.8,55.3,LabGrown,1.41,IGI,EXCELLENT,402.6,EXCELLENT,DIAP,HEART,0.93,EXCELLENT,E
Certified,VVS2,7.65,3.49,5.33,65.5,LabGrown,1.41,IGI,EXCELLENT,309.99,EXCELLENT,DIAP,EMERALD,1.44,EXCELLENT,D
Certified,VS1,7.27,3.7,5.39,68.6,LabGrown,1.41,IGI,EXCELLENT,289.68,EXCELLENT,DIAP,EMERALD,1.35,EXCELLENT,D
Certified,VS1,7.71,3.56,5.22,68.2,LabGrown,1.41,IGI,EXCELLENT,226.82,EXCELLENT,DIAP,EMERALD,1.48,EXCELLENT,G
Certified,VS2,11.66,3.64,5.76,63.2,LabGrown,1.41,IGI,EXCELLENT,319.81,EXCELLENT,DIAP,MARQUISE,2.02,EXCELLENT,E
Certified,VS1,11.2,3.66,5.9,62.0,LabGrown,1.41,IGI,EXCELLENT,333.71,EXCELLENT,DIAP,MARQUISE,1.9,EXCELLENT,E
Certified,VS1,7.21,4.36,7.25,60.3,LabGrown,1.41,IGI,EXCELLENT,308.68,EXCELLENT,DIAP,ROUND,0.99,IDEAL,G
Certified,VS2,7.15,4.4,7.17,61.5,LabGrown,1.41,IGI,EXCELLENT,311.46,EXCELLENT,DIAP,ROUND,1.0,IDEAL,F
Certified,VS1,7.13,4.45,7.17,62.2,LabGrown,1.41,IGI,EXCELLENT,327.8,EXCELLENT,DIAP,ROUND,0.99,IDEAL,E
Certified,VS1,7.26,4.36,7.3,59.8,LabGrown,1.41,IGI,EXCELLENT,327.34,EXCELLENT,DIAP,ROUND,0.99,EXCELLENT,E
Certified,VS1,7.04,4.5,7.12,63.5,LabGrown,1.41,IGI,EXCELLENT,327.34,EXCELLENT,DIAP,ROUND,0.99,EXCELLENT,E
Certified,VS1,7.09,4.42,7.12,62.3,LabGrown,1.41,IGI,EXCELLENT,327.34,EXCELLENT,DIAP,ROUND,1.0,VERY GOOD,E
Certified,VVS2,7.09,4.46,7.13,62.8,LabGrown,1.41,IGI,EXCELLENT,353.41,EXCELLENT,DIAP,ROUND,0.99,EXCELLENT,F
Certified,VVS2,7.08,4.52,7.14,63.7,LabGrown,1.41,IGI,VERY GOOD,353.41,VERY GOOD,DIAP,ROUND,0.99,EXCELLENT,F
Certified,VS1,7.06,4.49,7.11,63.3,LabGrown,1.41,IGI,EXCELLENT,336.03,EXCELLENT,DIAP,ROUND,0.99,EXCELLENT,F
Certified,VS1,7.03,4.55,7.05,64.6,LabGrown,1.41,IGI,VERY GOOD,336.03,EXCELLENT,DIAP,ROUND,1.0,VERY GOOD,F
Certified,VS1,7.04,4.4,7.09,62.2,LabGrown,1.41,IGI,VERY GOOD,336.03,VERY GOOD,DIAP,ROUND,0.99,VERY GOOD,F
Certified,VS1,7.05,4.47,7.11,63.0,LabGrown,1.41,IGI,EXCELLENT,336.03,EXCELLENT,DIAP,ROUND,0.99,EXCELLENT,F
Certified,VS1,7.11,4.45,7.17,62.4,LabGrown,1.41,IGI,EXCELLENT,336.03,EXCELLENT,DIAP,ROUND,0.99,IDEAL,F
Certified,VS1,7.23,4.37,7.27,60.3,LabGrown,1.41,IGI,EXCELLENT,336.03,EXCELLENT,DIAP,ROUND,0.99,IDEAL,F
Certified,VS1,7.14,4.4,7.17,61.5,LabGrown,1.41,IGI,EXCELLENT,336.03,EXCELLENT,DIAP,ROUND,1.0,IDEAL,F
Certified,VS2,7.06,4.5,7.11,63.4,LabGrown,1.41,IGI,VERY GOOD,336.03,EXCELLENT,DIAP,ROUND,0.99,VERY GOOD,F
Certified,VVS2,7.14,4.46,7.18,62.3,LabGrown,1.41,IGI,EXCELLENT,330.23,EXCELLENT,DIAP,ROUND,0.99,IDEAL,G
Certified,VS1,7.16,4.42,7.2,61.6,LabGrown,1.41,IGI,EXCELLENT,318.65,EXCELLENT,DIAP,ROUND,0.99,IDEAL,G
Certified,VS1,7.28,3.79,5.23,72.5,LabGrown,1.41,IGI,VERY GOOD,307.06,VERY GOOD,DIAP,EMERALD,1.39,EXCELLENT,F
Certified,VS1,6.1,4.31,6.09,70.8,LabGrown,1.41,IGI,EXCELLENT,307.06,EXCELLENT,DIAP,PRINCESS,1.0,EXCELLENT,F
Certified,VS1,6.58,4.12,6.32,65.2,LabGrown,1.41,IGI,EXCELLENT,321.54,EXCELLENT,DIAP,CUSHION,1.04,EXCELLENT,G
Certified,VS1,7.37,3.76,5.28,71.2,LabGrown,1.41,IGI,VERY GOOD,321.54,EXCELLENT,DIAP,EMERALD,1.4,EXCELLENT,G
Certified,VS1,6.99,4.56,7.74,58.9,LabGrown,1.41,IGI,EXCELLENT,492.11,EXCELLENT,DIAP,HEART,0.9,EXCELLENT,D
Certified,VS2,7.71,3.53,5.32,66.4,LabGrown,1.41,IGI,EXCELLENT,263.61,EXCELLENT,DIAP,EMERALD,1.45,EXCELLENT,E
Certified,VS2,7.08,4.45,7.1,62.8,LabGrown,1.41,IGI,EXCELLENT,300.34,EXCELLENT,DIAP,ROUND,1.0,EXCELLENT,G
Certified,VVS2,7.03,4.46,7.07,63.2,LabGrown,1.41,IGI,EXCELLENT,319.81,EXCELLENT,DIAP,ROUND,0.99,EXCELLENT,G
Certified,VVS2,11.78,3.61,5.99,60.3,LabGrown,1.41,IGI,EXCELLENT,376.58,EXCELLENT,DIAP,MARQUISE,1.97,EXCELLENT,E
Certified,VVS1,8.02,3.67,5.52,66.5,LabGrown,1.41,IGI,EXCELLENT,362.1,EXCELLENT,DIAP,RADIANT,1.45,EXCELLENT,E
Certified,VS1,12.08,3.61,5.81,62.1,LabGrown,1.41,IGI,EXCELLENT,263.61,EXCELLENT,DIAP,MARQUISE,2.08,EXCELLENT,F
Certified,VS2,8.09,3.66,5.58,65.6,LabGrown,1.41,IGI,EXCELLENT,278.09,EXCELLENT,DIAP,RADIANT,1.45,EXCELLENT,D
Certified,VS2,10.05,3.93,6.16,63.8,LabGrown,1.41,IGI,EXCELLENT,243.77,EXCELLENT,DIAP,PEAR,1.63,EXCELLENT,F
Certified,VS1,7.2,4.41,7.15,61.4,LabGrown,1.41,IGI,EXCELLENT,315.03,EXCELLENT,DIAP,ROUND,1.01,IDEAL,D
Certified,VS1,8.15,3.7,5.59,66.2,LabGrown,1.41,IGI,EXCELLENT,286.78,EXCELLENT,DIAP,RADIANT,1.46,EXCELLENT,D
Certified,VS2,7.32,3.71,5.31,70.0,LabGrown,1.41,GIA,EXCELLENT,714.57,EXCELLENT,DIAP,EMERALD,1.38,EXCELLENT,D
Certified,VS2,7.56,3.58,5.29,67.8,LabGrown,1.41,GIA,EXCELLENT,714.57,EXCELLENT,DIAP,EMERALD,1.43,EXCELLENT,D
Certified,VVS1,8.99,3.88,6.44,60.3,LabGrown,1.41,GIA,EXCELLENT,919.12,EXCELLENT,DIAP,OVAL,1.4,EXCELLENT,D
Certified,VVS1,8.93,3.96,6.32,62.6,LabGrown,1.41,GIA,EXCELLENT,919.12,VERY GOOD,DIAP,OVAL,1.41,EXCELLENT,D
Certified,VVS1,8.97,3.94,6.35,62.1,LabGrown,1.41,GIA,EXCELLENT,919.12,EXCELLENT,DIAP,OVAL,1.41,EXCELLENT,D
Certified,VVS1,9.23,3.83,6.28,61.0,LabGrown,1.41,GIA,EXCELLENT,860.48,EXCELLENT,DIAP,OVAL,1.47,EXCELLENT,E
Certified,VVS1,9.09,3.95,6.46,61.1,LabGrown,1.41,GIA,EXCELLENT,860.48,EXCELLENT,DIAP,OVAL,1.41,EXCELLENT,E
Certified,VVS1,8.91,3.93,6.39,61.5,LabGrown,1.41,IGI,EXCELLENT,540.85,EXCELLENT,DIAP,OVAL,1.39,EXCELLENT,F
Certified,VVS2,9.01,3.92,6.39,61.3,LabGrown,1.41,IGI,EXCELLENT,474.51,EXCELLENT,DIAP,OVAL,1.41,EXCELLENT,D
Certified,VVS2,8.89,3.9,6.32,61.7,LabGrown,1.41,IGI,EXCELLENT,474.51,EXCELLENT,DIAP,OVAL,1.41,EXCELLENT,D
Certified,VVS2,8.97,3.93,6.4,61.4,LabGrown,1.41,GIA,EXCELLENT,779.95,EXCELLENT,DIAP,OVAL,1.4,EXCELLENT,D
Certified,VVS2,9.03,3.93,6.41,61.3,LabGrown,1.41,IGI,EXCELLENT,474.51,EXCELLENT,DIAP,OVAL,1.41,EXCELLENT,D
Certified,VVS2,9.06,3.92,6.38,61.4,LabGrown,1.41,GIA,EXCELLENT,779.95,EXCELLENT,DIAP,OVAL,1.42,EXCELLENT,D
Certified,VVS2,9.04,3.89,6.45,60.3,LabGrown,1.41,GIA,EXCELLENT,779.95,EXCELLENT,DIAP,OVAL,1.4,EXCELLENT,D
Certified,VVS2,9.02,3.94,6.4,61.6,LabGrown,1.41,GIA,EXCELLENT,779.95,EXCELLENT,DIAP,OVAL,1.41,EXCELLENT,D
Certified,VVS2,9.0,3.92,6.39,61.4,LabGrown,1.41,GIA,VERY GOOD,779.95,EXCELLENT,DIAP,OVAL,1.41,EXCELLENT,D
Certified,VVS2,9.2,3.9,6.28,62.1,LabGrown,1.41,IGI,EXCELLENT,459.96,EXCELLENT,DIAP,OVAL,1.46,EXCELLENT,E
Certified,VS1,9.07,3.99,6.38,62.5,LabGrown,1.41,GIA,EXCELLENT,751.06,EXCELLENT,DIAP,OVAL,1.42,EXCELLENT,D
Certified,VS1,8.95,3.91,6.38,61.3,LabGrown,1.41,IGI,EXCELLENT,427.95,EXCELLENT,DIAP,OVAL,1.4,EXCELLENT,E
Certified,VS2,9.13,3.85,6.38,60.4,LabGrown,1.41,GIA,EXCELLENT,744.35,EXCELLENT,DIAP,OVAL,1.43,EXCELLENT,D
Certified,VS2,9.32,3.86,6.23,62.0,LabGrown,1.41,GIA,EXCELLENT,744.35,EXCELLENT,DIAP,OVAL,1.5,EXCELLENT,D
Certified,VS2,8.85,3.99,6.34,63.0,LabGrown,1.41,GIA,EXCELLENT,684.79,EXCELLENT,DIAP,OVAL,1.4,EXCELLENT,E
Certified,VVS2,10.03,3.85,6.34,60.7,LabGrown,1.41,IGI,EXCELLENT,474.51,EXCELLENT,DIAP,PEAR,1.58,EXCELLENT,D
Certified,VS1,9.99,3.97,6.27,63.3,LabGrown,1.41,IGI,EXCELLENT,442.5,EXCELLENT,DIAP,PEAR,1.59,EXCELLENT,D
Certified,VS1,6.19,4.29,6.15,69.8,LabGrown,1.41,IGI,EXCELLENT,387.17,EXCELLENT,DIAP,PRINCESS,1.01,EXCELLENT,E
Certified,VVS1,7.13,4.47,7.16,62.6,LabGrown,1.41,IGI,EXCELLENT,553.12,EXCELLENT,DIAP,ROUND,1.0,EXCELLENT,D
Certified,VVS1,7.13,4.47,7.17,62.5,LabGrown,1.41,IGI,EXCELLENT,553.12,EXCELLENT,DIAP,ROUND,0.99,IDEAL,D
Certified,VVS1,7.21,4.37,7.24,60.5,LabGrown,1.41,IGI,EXCELLENT,553.12,EXCELLENT,DIAP,ROUND,1.0,IDEAL,D
Certified,VVS1,7.22,4.41,7.25,60.9,LabGrown,1.41,GIA,EXCELLENT,794.41,EXCELLENT,DIAP,ROUND,1.0,EXCELLENT,E
Certified,VVS1,7.2,4.42,7.23,61.3,LabGrown,1.41,IGI,EXCELLENT,509.44,EXCELLENT,DIAP,ROUND,1.0,IDEAL,F
Certified,VVS1,7.11,4.48,7.15,62.8,LabGrown,1.41,GCAL,EXCELLENT,535.63,EXCELLENT,DIAP,ROUND,0.99,IDEAL,F
Certified,VVS2,7.13,4.45,7.18,62.2,LabGrown,1.41,GIA,EXCELLENT,737.19,EXCELLENT,DIAP,ROUND,0.99,EXCELLENT,D
Certified,VVS2,7.15,4.4,7.19,61.4,LabGrown,1.41,GIA,EXCELLENT,692.97,EXCELLENT,DIAP,ROUND,0.99,EXCELLENT,E
Certified,VVS2,7.16,4.44,7.2,61.9,LabGrown,1.41,GIA,EXCELLENT,692.97,EXCELLENT,DIAP,ROUND,0.99,EXCELLENT,E
Certified,VVS2,7.18,4.45,7.2,61.9,LabGrown,1.41,GIA,EXCELLENT,692.97,EXCELLENT,DIAP,ROUND,1.0,EXCELLENT,E
Certified,VVS2,7.13,4.45,7.18,62.2,LabGrown,1.41,GIA,EXCELLENT,692.97,EXCELLENT,DIAP,ROUND,0.99,EXCELLENT,E
Certified,VS1,7.19,4.4,7.2,61.2,LabGrown,1.41,GIA,EXCELLENT,707.71,EXCELLENT,DIAP,ROUND,1.0,EXCELLENT,D
Certified,VS1,7.19,4.44,7.23,61.6,LabGrown,1.41,GIA,EXCELLENT,707.71,EXCELLENT,DIAP,ROUND,0.99,EXCELLENT,D
Certified,VS1,7.19,4.46,7.22,61.8,LabGrown,1.41,GIA,EXCELLENT,707.71,EXCELLENT,DIAP,ROUND,1.0,EXCELLENT,D
Certified,VS1,7.21,4.4,7.23,61.0,LabGrown,1.41,GIA,EXCELLENT,648.72,EXCELLENT,DIAP,ROUND,1.0,EXCELLENT,E
Certified,VS1,7.18,4.42,7.22,61.4,LabGrown,1.41,GIA,EXCELLENT,648.72,EXCELLENT,DIAP,ROUND,0.99,EXCELLENT,E
Certified,VS1,7.16,4.44,7.19,61.8,LabGrown,1.41,GIA,EXCELLENT,648.72,EXCELLENT,DIAP,ROUND,1.0,EXCELLENT,E
Certified,VS1,7.19,4.4,7.22,61.1,LabGrown,1.41,GIA,EXCELLENT,648.72,EXCELLENT,DIAP,ROUND,1.0,EXCELLENT,E
Certified,VS1,7.09,4.51,7.14,63.4,LabGrown,1.41,GIA,EXCELLENT,648.72,EXCELLENT,DIAP,ROUND,0.99,VERY GOOD,E
Certified,VS1,7.2,4.45,7.22,61.8,LabGrown,1.41,IGI,EXCELLENT,389.26,EXCELLENT,DIAP,ROUND,1.0,IDEAL,F
Certified,VS2,7.15,4.48,7.17,62.6,LabGrown,1.41,GIA,EXCELLENT,678.2,EXCELLENT,DIAP,ROUND,1.0,EXCELLENT,D
Certified,VS2,7.22,4.4,7.25,60.9,LabGrown,1.41,IGI,EXCELLENT,403.68,EXCELLENT,DIAP,ROUND,1.0,IDEAL,D
Certified,VS2,7.12,4.47,7.15,62.6,LabGrown,1.41,IGI,EXCELLENT,403.68,EXCELLENT,DIAP,ROUND,1.0,EXCELLENT,D
Certified,VS2,7.15,4.45,7.18,62.1,LabGrown,1.41,IGI,EXCELLENT,389.26,EXCELLENT,DIAP,ROUND,1.0,IDEAL,E
Certified,VS2,7.2,4.4,7.23,61.0,LabGrown,1.41,IGI,EXCELLENT,389.26,EXCELLENT,DIAP,ROUND,1.0,IDEAL,E
Certified,VS2,7.11,4.43,7.16,62.1,LabGrown,1.41,IGI,EXCELLENT,389.26,EXCELLENT,DIAP,ROUND,0.99,IDEAL,E
Certified,VS2,7.17,4.44,7.2,61.8,LabGrown,1.41,IGI,EXCELLENT,389.26,EXCELLENT,DIAP,ROUND,1.0,IDEAL,E
Certified,VVS1,6.78,4.58,7.9,58.0,LabGrown,1.41,GIA,EXCELLENT,725.24,EXCELLENT,DIAP,HEART,0.86,EXCELLENT,D
Certified,VVS2,7.61,3.61,5.4,66.9,LabGrown,1.41,IGI,EXCELLENT,304.16,EXCELLENT,DIAP,EMERALD,1.41,EXCELLENT,F
Certified,VS1,7.19,4.46,7.15,62.2,LabGrown,1.41,GIA,EXCELLENT,613.64,EXCELLENT,DIAP,ROUND,1.01,EXCELLENT,D
Certified,VVS2,9.09,3.89,6.3,61.7,LabGrown,1.41,IGI,EXCELLENT,474.51,EXCELLENT,DIAP,OVAL,1.44,EXCELLENT,D
Certified,VVS2,8.99,3.88,6.31,61.5,LabGrown,1.41,IGI,EXCELLENT,474.51,EXCELLENT,DIAP,OVAL,1.42,EXCELLENT,D
Certified,VVS2,9.12,3.91,6.44,60.7,LabGrown,1.41,IGI,EXCELLENT,474.51,EXCELLENT,DIAP,OVAL,1.42,EXCELLENT,D
Certified,VVS2,9.01,3.95,6.36,62.1,LabGrown,1.41,IGI,EXCELLENT,459.96,EXCELLENT,DIAP,OVAL,1.42,EXCELLENT,E
Certified,VS1,8.92,3.93,6.38,61.6,LabGrown,1.41,IGI,EXCELLENT,427.95,EXCELLENT,DIAP,OVAL,1.4,EXCELLENT,E
Certified,VVS2,7.16,4.41,7.19,61.5,LabGrown,1.41,IGI,EXCELLENT,432.52,EXCELLENT,DIAP,ROUND,1.0,IDEAL,E
Certified,VVS2,7.15,4.45,7.21,62.1,LabGrown,1.41,IGI,EXCELLENT,432.52,EXCELLENT,DIAP,ROUND,0.99,IDEAL,E
Certified,VS1,8.99,3.95,6.31,62.6,LabGrown,1.41,IGI,EXCELLENT,442.5,EXCELLENT,DIAP,OVAL,1.42,EXCELLENT,D
Certified,VVS2,6.56,4.26,6.35,67.1,LabGrown,1.41,IGI,EXCELLENT,474.51,EXCELLENT,DIAP,CUSHION,1.03,EXCELLENT,D
Certified,VVS2,9.0,3.92,6.32,62.0,LabGrown,1.41,IGI,EXCELLENT,474.51,EXCELLENT,DIAP,OVAL,1.42,EXCELLENT,D
Certified,VVS2,9.13,3.91,6.42,60.9,LabGrown,1.41,IGI,EXCELLENT,474.51,EXCELLENT,DIAP,OVAL,1.42,EXCELLENT,D
Certified,VS1,9.33,3.84,6.28,61.1,LabGrown,1.41,GCAL,EXCELLENT,470.31,EXCELLENT,DIAP,OVAL,1.49,EXCELLENT,D
Certified,VS1,9.13,3.87,6.42,60.3,LabGrown,1.41,IGI,EXCELLENT,427.95,EXCELLENT,DIAP,OVAL,1.42,EXCELLENT,E
Certified,VS1,9.18,3.89,6.37,61.1,LabGrown,1.41,IGI,EXCELLENT,427.95,EXCELLENT,DIAP,OVAL,1.44,EXCELLENT,E
Certified,VVS2,7.87,3.85,5.54,69.5,LabGrown,1.41,IGI,EXCELLENT,427.95,EXCELLENT,DIAP,RADIANT,1.42,EXCELLENT,D
Certified,VS1,8.02,3.62,5.52,65.6,LabGrown,1.41,IGI,EXCELLENT,266.51,EXCELLENT,DIAP,RADIANT,1.45,EXCELLENT,E
Certified,VS2,9.06,3.96,6.34,62.5,LabGrown,1.41,IGI,EXCELLENT,289.68,EXCELLENT,DIAP,OVAL,1.43,EXCELLENT,D
Certified,SI1,8.01,3.68,5.29,69.6,LabGrown,1.41,IGI,EXCELLENT,236.38,EXCELLENT,DIAP,RADIANT,1.51,EXCELLENT,F
Certified,VS1,7.07,4.47,7.16,62.8,LabGrown,1.41,IGI,EXCELLENT,391.57,EXCELLENT,DIAP,ROUND,0.99,EXCELLENT,D
Certified,VS1,7.12,4.49,7.16,62.8,LabGrown,1.41,IGI,EXCELLENT,391.57,EXCELLENT,DIAP,ROUND,0.99,EXCELLENT,D
Certified,VS1,7.18,4.35,7.23,60.4,LabGrown,1.41,IGI,EXCELLENT,391.57,EXCELLENT,DIAP,ROUND,0.99,EXCELLENT,D
Certified,VVS2,8.04,3.65,5.72,63.8,LabGrown,1.41,IGI,EXCELLENT,341.82,EXCELLENT,DIAP,RADIANT,1.41,EXCELLENT,E
Certified,VS2,7.85,3.41,5.2,65.6,LabGrown,1.41,IGI,EXCELLENT,383.65,EXCELLENT,DIAP,EMERALD,1.51,EXCELLENT,E
Certified,VS1,8.96,3.94,6.26,62.9,LabGrown,1.41,IGI,EXCELLENT,396.88,EXCELLENT,DIAP,OVAL,1.43,EXCELLENT,E
Certified,VS1,7.23,4.41,7.29,60.7,LabGrown,1.41,IGI,EXCELLENT,396.88,EXCELLENT,DIAP,ROUND,0.99,EXCELLENT,E
Certified,IF,9.23,3.88,6.27,62.0,LabGrown,1.41,GIA,EXCELLENT,1190.41,EXCELLENT,DIAP,OVAL,1.47,EXCELLENT,E
Certified,VS1,7.29,4.35,7.3,59.7,LabGrown,1.41,IGI,EXCELLENT,356.31,EXCELLENT,DIAP,ROUND,1.0,IDEAL,D
Certified,VS1,8.03,3.69,5.55,66.5,LabGrown,1.41,IGI,EXCELLENT,266.51,EXCELLENT,DIAP,RADIANT,1.45,EXCELLENT,E
Certified,VVS2,6.33,4.13,6.13,67.4,LabGrown,1.41,IGI,EXCELLENT,323.43,EXCELLENT,DIAP,PRINCESS,1.03,EXCELLENT,E
Certified,VS1,5.47,3.63,9.02,45.2,LabGrown,1.41,IGI,EXCELLENT,381.96,EXCELLENT,DIAP,RADIANT,0.61,EXCELLENT,E
