Type,Clarity,Length,Height,Breadth,Depth,Style,Carat,Lab,Polish,Price,Symmetry,Company,Shape,Ratio,Cut,Color,combined_text
certified,vvs2,9.09,3.91,6.36,61.5,labgrown,1.41,igi,excellent,304.16,excellent,diap,oval,1.43,excellent,e,"Style: labgrown, Carat: 1.41, Clarity: vvs2, Color: e, Cut: excellent, Shape: oval, Price: 304.16, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,vs1,9.2,3.9,6.32,61.7,labgrown,1.41,igi,excellent,304.16,excellent,diap,oval,1.46,excellent,d,"Style: labgrown, Carat: 1.41, Clarity: vs1, Color: d, Cut: excellent, Shape: oval, Price: 304.16, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,vvs2,7.38,3.69,5.33,69.2,labgrown,1.41,igi,excellent,304.16,excellent,diap,emerald,1.38,excellent,d,"Style: labgrown, Carat: 1.41, Clarity: vvs2, Color: d, Cut: excellent, Shape: emerald, Price: 304.16, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,vvs2,7.59,3.56,5.4,65.9,labgrown,1.41,igi,excellent,304.16,excellent,diap,emerald,1.41,excellent,e,"Style: labgrown, Carat: 1.41, Clarity: vvs2, Color: e, Cut: excellent, Shape: emerald, Price: 304.16, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,vvs1,7.64,3.55,5.17,68.7,labgrown,1.41,igi,excellent,304.16,excellent,diap,emerald,1.48,excellent,e,"Style: labgrown, Carat: 1.41, Clarity: vvs1, Color: e, Cut: excellent, Shape: emerald, Price: 304.16, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,vvs2,7.51,3.66,5.33,68.7,labgrown,1.41,igi,excellent,304.16,excellent,diap,emerald,1.41,excellent,e,"Style: labgrown, Carat: 1.41, Clarity: vvs2, Color: e, Cut: excellent, Shape: emerald, Price: 304.16, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,vs2,7.79,3.42,5.37,63.7,labgrown,1.41,igi,excellent,304.16,excellent,diap,emerald,1.45,excellent,d,"Style: labgrown, Carat: 1.41, Clarity: vs2, Color: d, Cut: excellent, Shape: emerald, Price: 304.16, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,vvs2,7.5,3.64,5.25,69.3,labgrown,1.41,igi,excellent,304.16,excellent,diap,emerald,1.43,excellent,e,"Style: labgrown, Carat: 1.41, Clarity: vvs2, Color: e, Cut: excellent, Shape: emerald, Price: 304.16, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,vvs1,7.17,4.44,7.2,61.7,labgrown,1.41,gia,excellent,754.72,excellent,diap,round,1.0,excellent,d,"Style: labgrown, Carat: 1.41, Clarity: vvs1, Color: d, Cut: excellent, Shape: round, Price: 754.72, Lab: gia, Polish: excellent, Symmetry: excellent"
certified,vs2,7.19,4.41,7.24,61.1,labgrown,1.41,igi,excellent,298.37,excellent,diap,round,0.99,ideal,e,"Style: labgrown, Carat: 1.41, Clarity: vs2, Color: e, Cut: ideal, Shape: round, Price: 298.37, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,vvs2,6.49,4.29,6.49,66.1,labgrown,1.41,igi,excellent,350.51,excellent,diap,cushion,1.0,excellent,g,"Style: labgrown, Carat: 1.41, Clarity: vvs2, Color: g, Cut: excellent, Shape: cushion, Price: 350.51, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,vs1,6.52,4.37,6.52,67.0,labgrown,1.41,igi,excellent,350.51,excellent,diap,cushion,1.0,excellent,g,"Style: labgrown, Carat: 1.41, Clarity: vs1, Color: g, Cut: excellent, Shape: cushion, Price: 350.51, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,vs1,9.94,3.84,6.32,60.8,labgrown,1.41,igi,excellent,463.03,excellent,diap,pear,1.57,excellent,d,"Style: labgrown, Carat: 1.41, Clarity: vs1, Color: d, Cut: excellent, Shape: pear, Price: 463.03, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,vvs2,9.99,3.82,6.33,60.3,labgrown,1.41,igi,excellent,462.93,excellent,diap,pear,1.58,excellent,e,"Style: labgrown, Carat: 1.41, Clarity: vvs2, Color: e, Cut: excellent, Shape: pear, Price: 462.93, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,vvs2,9.82,3.84,6.24,61.5,labgrown,1.41,igi,excellent,602.54,excellent,diap,pear,1.57,excellent,e,"Style: labgrown, Carat: 1.41, Clarity: vvs2, Color: e, Cut: excellent, Shape: pear, Price: 602.54, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,vvs2,9.26,3.93,6.28,62.6,labgrown,1.41,igi,excellent,287.36,excellent,diap,oval,1.47,excellent,f,"Style: labgrown, Carat: 1.41, Clarity: vvs2, Color: f, Cut: excellent, Shape: oval, Price: 287.36, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,vs1,9.05,3.84,6.46,59.4,labgrown,1.41,igi,excellent,268.82,excellent,diap,oval,1.4,excellent,f,"Style: labgrown, Carat: 1.41, Clarity: vs1, Color: f, Cut: excellent, Shape: oval, Price: 268.82, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,vs1,9.04,3.97,6.35,62.5,labgrown,1.41,igi,excellent,268.82,excellent,diap,oval,1.42,excellent,f,"Style: labgrown, Carat: 1.41, Clarity: vs1, Color: f, Cut: excellent, Shape: oval, Price: 268.82, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,vs1,9.2,3.92,6.12,64.1,labgrown,1.41,igi,very good,274.79,excellent,diap,oval,1.5,excellent,e,"Style: labgrown, Carat: 1.41, Clarity: vs1, Color: e, Cut: excellent, Shape: oval, Price: 274.79, Lab: igi, Polish: very good, Symmetry: excellent"
certified,vs1,9.32,3.77,6.43,58.6,labgrown,1.41,igi,excellent,268.82,excellent,diap,oval,1.45,excellent,f,"Style: labgrown, Carat: 1.41, Clarity: vs1, Color: f, Cut: excellent, Shape: oval, Price: 268.82, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,vs1,8.93,4.03,6.38,63.2,labgrown,1.41,igi,excellent,274.79,excellent,diap,oval,1.4,excellent,e,"Style: labgrown, Carat: 1.41, Clarity: vs1, Color: e, Cut: excellent, Shape: oval, Price: 274.79, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,vs1,8.96,3.94,6.36,61.9,labgrown,1.41,igi,excellent,268.82,excellent,diap,oval,1.41,excellent,f,"Style: labgrown, Carat: 1.41, Clarity: vs1, Color: f, Cut: excellent, Shape: oval, Price: 268.82, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,vs1,7.43,3.62,5.37,67.4,labgrown,1.41,igi,excellent,268.82,excellent,diap,emerald,1.38,excellent,f,"Style: labgrown, Carat: 1.41, Clarity: vs1, Color: f, Cut: excellent, Shape: emerald, Price: 268.82, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,vvs2,9.83,3.99,6.37,62.6,labgrown,1.41,igi,excellent,301.82,excellent,diap,pear,1.54,excellent,e,"Style: labgrown, Carat: 1.41, Clarity: vvs2, Color: e, Cut: excellent, Shape: pear, Price: 301.82, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,vs1,9.88,3.94,6.27,62.8,labgrown,1.41,igi,excellent,274.79,excellent,diap,pear,1.58,excellent,e,"Style: labgrown, Carat: 1.41, Clarity: vs1, Color: e, Cut: excellent, Shape: pear, Price: 274.79, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,vvs2,10.39,3.68,6.14,59.9,labgrown,1.41,igi,excellent,301.82,excellent,diap,pear,1.69,excellent,e,"Style: labgrown, Carat: 1.41, Clarity: vvs2, Color: e, Cut: excellent, Shape: pear, Price: 301.82, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,vs1,9.92,3.96,6.24,63.5,labgrown,1.41,igi,excellent,278.09,excellent,diap,pear,1.59,excellent,d,"Style: labgrown, Carat: 1.41, Clarity: vs1, Color: d, Cut: excellent, Shape: pear, Price: 278.09, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,vs1,7.55,3.56,5.31,67.0,labgrown,1.41,igi,excellent,331.39,excellent,diap,emerald,1.42,excellent,e,"Style: labgrown, Carat: 1.41, Clarity: vs1, Color: e, Cut: excellent, Shape: emerald, Price: 331.39, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,vs1,7.09,4.45,7.16,62.5,labgrown,1.41,igi,excellent,327.34,excellent,diap,round,0.99,excellent,e,"Style: labgrown, Carat: 1.41, Clarity: vs1, Color: e, Cut: excellent, Shape: round, Price: 327.34, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,vs1,6.18,4.41,5.96,74.0,labgrown,1.41,igi,excellent,307.06,excellent,diap,princess,1.04,excellent,f,"Style: labgrown, Carat: 1.41, Clarity: vs1, Color: f, Cut: excellent, Shape: princess, Price: 307.06, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,vs2,7.78,3.51,5.17,67.8,labgrown,1.41,gia,excellent,738.48,excellent,diap,emerald,1.5,excellent,d,"Style: labgrown, Carat: 1.41, Clarity: vs2, Color: d, Cut: excellent, Shape: emerald, Price: 738.48, Lab: gia, Polish: excellent, Symmetry: excellent"
certified,vs1,7.46,3.63,5.39,67.3,labgrown,1.41,igi,excellent,348.77,excellent,diap,emerald,1.38,excellent,d,"Style: labgrown, Carat: 1.41, Clarity: vs1, Color: d, Cut: excellent, Shape: emerald, Price: 348.77, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,vvs1,10.14,3.76,6.38,58.9,labgrown,1.41,igi,excellent,480.49,excellent,diap,pear,1.59,excellent,e,"Style: labgrown, Carat: 1.41, Clarity: vvs1, Color: e, Cut: excellent, Shape: pear, Price: 480.49, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,vvs2,7.19,4.44,7.25,61.5,labgrown,1.41,igi,excellent,381.01,excellent,diap,round,0.99,ideal,d,"Style: labgrown, Carat: 1.41, Clarity: vvs2, Color: d, Cut: ideal, Shape: round, Price: 381.01, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,vvs1,7.14,4.44,7.17,62.1,labgrown,1.41,igi,excellent,389.48,excellent,diap,round,1.0,ideal,d,"Style: labgrown, Carat: 1.41, Clarity: vvs1, Color: d, Cut: ideal, Shape: round, Price: 389.48, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,vs1,7.91,3.8,5.59,68.0,labgrown,1.41,igi,excellent,318.3,excellent,diap,radiant,1.42,excellent,d,"Style: labgrown, Carat: 1.41, Clarity: vs1, Color: d, Cut: excellent, Shape: radiant, Price: 318.3, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,vs1,6.12,4.37,6.07,72.0,labgrown,1.41,igi,excellent,295.47,excellent,diap,princess,1.01,excellent,e,"Style: labgrown, Carat: 1.41, Clarity: vs1, Color: e, Cut: excellent, Shape: princess, Price: 295.47, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,vs1,6.59,4.43,6.56,67.5,labgrown,1.41,igi,excellent,310.54,excellent,diap,cushion,1.0,excellent,d,"Style: labgrown, Carat: 1.41, Clarity: vs1, Color: d, Cut: excellent, Shape: cushion, Price: 310.54, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,vvs2,7.51,4.19,5.92,70.8,labgrown,1.41,igi,excellent,319.23,excellent,diap,cushion,1.27,excellent,d,"Style: labgrown, Carat: 1.41, Clarity: vvs2, Color: d, Cut: excellent, Shape: cushion, Price: 319.23, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,vvs2,9.61,3.9,6.18,63.1,labgrown,1.41,igi,excellent,333.71,excellent,diap,pear,1.56,excellent,e,"Style: labgrown, Carat: 1.41, Clarity: vvs2, Color: e, Cut: excellent, Shape: pear, Price: 333.71, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,vs1,7.14,4.39,7.17,61.4,labgrown,1.41,igi,excellent,328.15,excellent,diap,round,1.0,ideal,e,"Style: labgrown, Carat: 1.41, Clarity: vs1, Color: e, Cut: ideal, Shape: round, Price: 328.15, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,vvs2,6.21,4.2,6.18,68.0,labgrown,1.41,igi,excellent,442.92,excellent,diap,princess,1.0,excellent,d,"Style: labgrown, Carat: 1.41, Clarity: vvs2, Color: d, Cut: excellent, Shape: princess, Price: 442.92, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,vvs1,6.14,4.31,6.06,71.1,labgrown,1.41,igi,excellent,601.42,excellent,diap,princess,1.01,excellent,d,"Style: labgrown, Carat: 1.41, Clarity: vvs1, Color: d, Cut: excellent, Shape: princess, Price: 601.42, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,vs1,7.76,3.97,5.78,68.7,labgrown,1.41,igi,very good,371.34,excellent,diap,cushion,1.34,excellent,e,"Style: labgrown, Carat: 1.41, Clarity: vs1, Color: e, Cut: excellent, Shape: cushion, Price: 371.34, Lab: igi, Polish: very good, Symmetry: excellent"
certified,vvs1,7.14,4.11,6.25,65.8,labgrown,1.41,igi,excellent,537.65,excellent,diap,cushion,1.14,excellent,d,"Style: labgrown, Carat: 1.41, Clarity: vvs1, Color: d, Cut: excellent, Shape: cushion, Price: 537.65, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,vs2,10.31,3.77,6.43,58.6,labgrown,1.41,igi,excellent,275.2,excellent,diap,pear,1.6,excellent,e,"Style: labgrown, Carat: 1.41, Clarity: vs2, Color: e, Cut: excellent, Shape: pear, Price: 275.2, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,vs2,11.72,3.61,5.84,61.8,labgrown,1.41,igi,excellent,298.37,excellent,diap,marquise,2.01,excellent,d,"Style: labgrown, Carat: 1.41, Clarity: vs2, Color: d, Cut: excellent, Shape: marquise, Price: 298.37, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,vvs1,7.8,4.03,5.95,67.7,labgrown,1.41,igi,excellent,537.65,excellent,diap,cushion,1.31,excellent,d,"Style: labgrown, Carat: 1.41, Clarity: vvs1, Color: d, Cut: excellent, Shape: cushion, Price: 537.65, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,vs1,7.95,3.96,5.9,67.1,labgrown,1.41,igi,excellent,304.16,excellent,diap,cushion,1.35,excellent,d,"Style: labgrown, Carat: 1.41, Clarity: vs1, Color: d, Cut: excellent, Shape: cushion, Price: 304.16, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,vs1,8.06,3.7,5.47,67.6,labgrown,1.41,igi,excellent,275.2,excellent,diap,radiant,1.47,excellent,e,"Style: labgrown, Carat: 1.41, Clarity: vs1, Color: e, Cut: excellent, Shape: radiant, Price: 275.2, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,vs1,6.61,4.34,6.53,66.5,labgrown,1.41,igi,excellent,272.3,excellent,diap,cushion,1.01,excellent,f,"Style: labgrown, Carat: 1.41, Clarity: vs1, Color: f, Cut: excellent, Shape: cushion, Price: 272.3, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,vs2,11.4,3.68,5.93,62.1,labgrown,1.41,igi,excellent,298.37,excellent,diap,marquise,1.92,excellent,d,"Style: labgrown, Carat: 1.41, Clarity: vs2, Color: d, Cut: excellent, Shape: marquise, Price: 298.37, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,vs2,11.46,3.68,5.85,62.9,labgrown,1.41,igi,excellent,275.2,excellent,diap,marquise,1.96,excellent,f,"Style: labgrown, Carat: 1.41, Clarity: vs2, Color: f, Cut: excellent, Shape: marquise, Price: 275.2, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,vvs1,10.12,3.85,6.38,60.4,labgrown,1.41,gia,excellent,681.28,excellent,diap,pear,1.59,excellent,d,"Style: labgrown, Carat: 1.41, Clarity: vvs1, Color: d, Cut: excellent, Shape: pear, Price: 681.28, Lab: gia, Polish: excellent, Symmetry: excellent"
certified,vvs2,7.41,3.63,5.35,67.9,labgrown,1.41,igi,very good,377.74,excellent,diap,emerald,1.39,excellent,d,"Style: labgrown, Carat: 1.41, Clarity: vvs2, Color: d, Cut: excellent, Shape: emerald, Price: 377.74, Lab: igi, Polish: very good, Symmetry: excellent"
certified,vvs1,7.39,3.6,5.36,67.2,labgrown,1.41,igi,excellent,444.51,excellent,diap,emerald,1.38,excellent,d,"Style: labgrown, Carat: 1.41, Clarity: vvs1, Color: d, Cut: excellent, Shape: emerald, Price: 444.51, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,vvs2,7.22,4.41,7.24,61.0,labgrown,1.41,igi,excellent,421.99,excellent,diap,round,1.0,ideal,d,"Style: labgrown, Carat: 1.41, Clarity: vvs2, Color: d, Cut: ideal, Shape: round, Price: 421.99, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,vs1,7.11,4.45,7.15,62.4,labgrown,1.41,igi,excellent,336.03,excellent,diap,round,0.99,excellent,f,"Style: labgrown, Carat: 1.41, Clarity: vs1, Color: f, Cut: excellent, Shape: round, Price: 336.03, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,vs1,7.11,4.44,7.15,62.2,labgrown,1.41,igi,excellent,336.03,excellent,diap,round,0.99,excellent,f,"Style: labgrown, Carat: 1.41, Clarity: vs1, Color: f, Cut: excellent, Shape: round, Price: 336.03, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,vvs2,7.93,3.43,5.35,64.1,labgrown,1.41,igi,excellent,324.44,excellent,diap,emerald,1.48,excellent,g,"Style: labgrown, Carat: 1.41, Clarity: vvs2, Color: g, Cut: excellent, Shape: emerald, Price: 324.44, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,vs1,7.11,4.46,7.14,62.6,labgrown,1.41,igi,excellent,336.03,excellent,diap,round,1.0,excellent,f,"Style: labgrown, Carat: 1.41, Clarity: vs1, Color: f, Cut: excellent, Shape: round, Price: 336.03, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,vs1,7.26,4.37,7.34,59.7,labgrown,1.41,igi,excellent,336.03,excellent,diap,round,0.99,ideal,f,"Style: labgrown, Carat: 1.41, Clarity: vs1, Color: f, Cut: ideal, Shape: round, Price: 336.03, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,vs1,7.16,4.45,7.2,62.0,labgrown,1.41,igi,excellent,336.03,excellent,diap,round,0.99,ideal,f,"Style: labgrown, Carat: 1.41, Clarity: vs1, Color: f, Cut: ideal, Shape: round, Price: 336.03, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,vvs2,7.11,4.47,7.18,62.5,labgrown,1.41,igi,excellent,330.23,excellent,diap,round,0.99,ideal,g,"Style: labgrown, Carat: 1.41, Clarity: vvs2, Color: g, Cut: ideal, Shape: round, Price: 330.23, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,vvs2,7.1,4.45,7.16,62.5,labgrown,1.41,igi,excellent,330.23,excellent,diap,round,0.99,excellent,g,"Style: labgrown, Carat: 1.41, Clarity: vvs2, Color: g, Cut: excellent, Shape: round, Price: 330.23, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,vs1,7.11,4.48,7.15,62.8,labgrown,1.41,igi,excellent,318.65,excellent,diap,round,0.99,excellent,g,"Style: labgrown, Carat: 1.41, Clarity: vs1, Color: g, Cut: excellent, Shape: round, Price: 318.65, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,vvs2,7.12,4.47,7.17,62.5,labgrown,1.41,igi,excellent,353.41,excellent,diap,round,0.99,ideal,f,"Style: labgrown, Carat: 1.41, Clarity: vvs2, Color: f, Cut: ideal, Shape: round, Price: 353.41, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,vvs2,7.07,4.51,7.12,63.6,labgrown,1.41,igi,excellent,353.41,excellent,diap,round,0.99,excellent,f,"Style: labgrown, Carat: 1.41, Clarity: vvs2, Color: f, Cut: excellent, Shape: round, Price: 353.41, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,vvs1,7.63,3.56,5.29,67.3,labgrown,1.41,igi,excellent,558.5,excellent,diap,emerald,1.44,excellent,e,"Style: labgrown, Carat: 1.41, Clarity: vvs1, Color: e, Cut: excellent, Shape: emerald, Price: 558.5, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,vvs1,7.21,4.33,7.25,59.8,labgrown,1.41,igi,excellent,553.12,excellent,diap,round,0.99,ideal,d,"Style: labgrown, Carat: 1.41, Clarity: vvs1, Color: d, Cut: ideal, Shape: round, Price: 553.12, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,vvs1,7.26,4.32,7.28,59.4,labgrown,1.41,igi,excellent,589.76,excellent,diap,round,1.0,ideal,e,"Style: labgrown, Carat: 1.41, Clarity: vvs1, Color: e, Cut: ideal, Shape: round, Price: 589.76, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,vvs1,7.14,4.46,7.18,62.3,labgrown,1.41,igi,excellent,589.76,excellent,diap,round,0.99,ideal,e,"Style: labgrown, Carat: 1.41, Clarity: vvs1, Color: e, Cut: ideal, Shape: round, Price: 589.76, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,vvs2,7.12,4.45,7.17,62.2,labgrown,1.41,igi,excellent,446.92,excellent,diap,round,0.99,ideal,d,"Style: labgrown, Carat: 1.41, Clarity: vvs2, Color: d, Cut: ideal, Shape: round, Price: 446.92, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,vvs2,7.2,4.39,7.23,60.9,labgrown,1.41,igi,excellent,446.92,excellent,diap,round,1.0,ideal,d,"Style: labgrown, Carat: 1.41, Clarity: vvs2, Color: d, Cut: ideal, Shape: round, Price: 446.92, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,vvs2,7.1,4.45,7.14,62.4,labgrown,1.41,igi,excellent,446.92,excellent,diap,round,0.99,ideal,d,"Style: labgrown, Carat: 1.41, Clarity: vvs2, Color: d, Cut: ideal, Shape: round, Price: 446.92, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,vvs2,7.17,4.46,7.21,62.0,labgrown,1.41,igi,excellent,446.92,excellent,diap,round,0.99,ideal,d,"Style: labgrown, Carat: 1.41, Clarity: vvs2, Color: d, Cut: ideal, Shape: round, Price: 446.92, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,vvs2,7.11,4.45,7.15,62.4,labgrown,1.41,igi,excellent,446.92,excellent,diap,round,0.99,ideal,d,"Style: labgrown, Carat: 1.41, Clarity: vvs2, Color: d, Cut: ideal, Shape: round, Price: 446.92, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,vvs2,7.13,4.46,7.17,62.4,labgrown,1.41,igi,excellent,446.92,excellent,diap,round,0.99,ideal,d,"Style: labgrown, Carat: 1.41, Clarity: vvs2, Color: d, Cut: ideal, Shape: round, Price: 446.92, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,vvs2,7.2,4.43,7.24,61.3,labgrown,1.41,igi,excellent,432.52,excellent,diap,round,0.99,ideal,e,"Style: labgrown, Carat: 1.41, Clarity: vvs2, Color: e, Cut: ideal, Shape: round, Price: 432.52, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,vvs2,7.2,4.38,7.25,60.6,labgrown,1.41,igi,excellent,432.52,excellent,diap,round,0.99,ideal,e,"Style: labgrown, Carat: 1.41, Clarity: vvs2, Color: e, Cut: ideal, Shape: round, Price: 432.52, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,vs1,7.18,4.4,7.23,61.2,labgrown,1.41,igi,excellent,418.08,excellent,diap,round,0.99,ideal,d,"Style: labgrown, Carat: 1.41, Clarity: vs1, Color: d, Cut: ideal, Shape: round, Price: 418.08, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,vs1,7.25,4.41,7.27,60.8,labgrown,1.41,igi,excellent,418.08,excellent,diap,round,1.0,ideal,d,"Style: labgrown, Carat: 1.41, Clarity: vs1, Color: d, Cut: ideal, Shape: round, Price: 418.08, Lab: igi, Polish: excellent, Symmetry: excellent"
